"문화공간코드","장르분류코드","장르분류명","문화공간명","대표이미지","주소","전화번호","팩스번호","홈페이지","관람시간","관람료(원)","휴관일","개관일자","객석수","X좌표","Y좌표","기타사항","무료구분"
"100783","6","문화예술회관","노원문화예술회관","http://culture.seoul.go.kr/data/cf/20111021174722.JPG","서울  노원구 중계동 364-3  )","02-951-3355","02-2116-4659","http://www.nowonart.kr/","","","","2004.6.16","","37.6504033","127.0802091","","1"
"100808","6","문화예술회관","구로아트밸리예술극장","http://culture.seoul.go.kr/data/cf/20110120134929.jpg","서울  구로구 구로동 101 )","02-2029-1700~1","","http://www.guroartsvalley.or.kr","","","토일공휴일","","","37.4966724","126.8888810","","0"
"100841","6","문화예술회관","송파구체육문화회관","http://culture.seoul.go.kr/data/cf/20101118163923.jpg","서울  송파구 거여동 289 )","02-402-3291~2","02-402-9623","http://www.esongpa.or.kr","","","","","","37.4906482","127.1427868","","1"
"100717","6","문화예술회관","강북 문화예술회관","http://culture.seoul.go.kr/data/cf/20160324130031.gif","서울  강북구","02-944-3000","","http://samgaksan.gangbukcmc.seoul.kr/sam/group01/page05.php","","","","","","37.6408544","127.0133421","","0"
"100706","6","문화예술회관","리틀엔젤스예술회관","http://culture.seoul.go.kr/data/cf/20111214090607.jpg","서울  광진구 능동 로36길 25 (능동)","070-7124-1740","","http://www.uac.co.kr","","","","1981.11","","37.5502335","127.0873013","","1"
"100878","6","문화예술회관","돈화문 서울무형문화재교육전시장","http://culture.seoul.go.kr/data/cf/20111103142331.jpg","서울  종로구 권농동 127-4 )","02-741-1303","02-741-2303","www.seoulmaster.co.kr","오전 11시 ~ 오후 5시","","매주 월요일","2011.06.01","시연실 12개 : 매일 6~8종목 시연 / 전시판매실 2개 : 상설 및 기획 전시 /교육체험실 2개 : 시민체험프로그램","37.576909","126.991089","","1"
"100106","6","문화예술회관","나루아트센터","http://culture.seoul.go.kr/data/cf/title_100106.jpg","서울  광진구 자양동 227-344  )","02-2049-4700","","http://www.naruart.or.kr/","","","","","","37.5376439","127.0706037","","1"
"100081","6","문화예술회관","강서구민회관","http://culture.seoul.go.kr/data/cf/20111021113532.gif","서울  강서구 내발산동 19-1  )","02-3664-6046 8924","","http://www.gssi.or.kr/gpmc/main/contents.do?menuNo=200103","","","","","","37.5533732","126.8436044","","1"
"100273","6","문화예술회관","양천문화회관","http://culture.seoul.go.kr/data/cf/20111020164009.jpg","서울  양천구 신정동 322 )","02-2646-5870","02-2651-6571","http://www.yangcheonart.go.kr/main.asp","","","","","","37.5164888","126.8631233","▶ 지하철로 오실 경우  5호선 오목교역(7번출구) -> 지선버스 6640  5호선 목동역(5번출구) -> 마을버스 양천 03             (7번출구) -> 지선버스 6620 6623  2호선 신정네거리역(3번출구) -> 지선버스 6624  2호선 양천구청역(2번출구) -> 도보 10분 (목동아파트 1310동 샛길)   ▶ 버스로 오실경우  571 : 연신내역 - 월드컵경기장 서측 - 월촌중학교 - 양천문화회관(양천구민체육센터) - 구로역 - 가산디지털단지  6624 : 국립과학수사연구소 - 강서초등학교 - 신정네거리역 - 남부지방법원 - 양천문화회관 - 목동이대병원  5630 : 하안동 - 구로역 - 목동역 - 법원 - 양천문화회관(양천구민체육센터) - 양천구청 - 하안동  6620 : 양천차고지 - 정랑고개 - 양천문화회관(양천구민체육센터) - 목동역 - 당산역  6640 : 양천차고지 - 정랑고개 - 양천문화회관(양천구민체육센터) - 오목교역 - 신세계백화점 - 신도림역 6623 : 양천차고지 - 양천구민체육센터(양천문화회관) - 강서보건소 - 당산역 - 여의도   * 6617 6625는 양천구청에서 하차후 300m","1"
"100214","6","문화예술회관","서울교육문화회관","http://culture.seoul.go.kr/data/cf/title_100214.jpg","서울  서초구","02-571-8100","","http://www.temfhall.co.kr/","공연일정에 따라 다름","공연에 따라 다름","연중무휴","","","37.4660597","127.0335948","■ 기    타 :  ※ 무료셔틀버스 이용안내  서초구민회관 앞에서 오전 6시부터 오후 11시까지 매시정각 20분 40분에 출발","1"
"100104","6","문화예술회관","어린이회관","http://culture.seoul.go.kr/data/cf/title_100104.jpg","서울  광진구 능동 18-11","02-2204-6028","","http://www.yookyoung.org/","3월 ~ 10월 09:30 ~ 17:3011월 ~ 2월 09:30 ~ 16:30","어른: 1000 원중고생: 700원어린이: 500원단체할인: 20% 할인무료관람: 6세 이하 65세 이상","","","","37.5469995","127.0781746","","1"
"100877","6","문화예술회관","북촌 서울무형문화재 교육전시장","http://culture.seoul.go.kr/data/cf/20111103141830.jpg","서울  종로구 재동 53-1 )","02-747-0303","02-747-0302","www.seoulmaster.co.kr","오전 11시 ~ 오후 5시","","매주 월요일","2005.09.01","시연실 1개 : 매일 1~4종목 시연 / 교육실 1개 : 매일 1종목 전수교육 / 전시실 1개 : 매월 2종목 상설전시","37.5769527","126.9911313","","1"
"101116","7","문화원","인도문화원","","서울특별시 용산구 독서당로 98","792-4257","","http://indoculture.org/index_kor.php","","","","","","37.5350761931","127.0115043362","",""
"101469","7","문화원","노원문화원","http://culture.seoul.go.kr/data/cf/20200115154810.gif","서울특별시 노원구 동일로197길 24","02-938-1244","","http://www.nwcc.or.kr/asp/main/main.asp","","","일요일 법정공휴일","","","37.628799084377015","127.06980136717746","",""
"100983","7","문화원","광진문화원","","서울특별시 광진구 광나루로56길 67","02-447-0244","","http://www.kjcc.or.kr/","","","","","","37.5365113786","127.0964807671","",""
"101402","7","문화원","서초문화원","http://culture.seoul.go.kr/data/cf/20190708141541.jpg","서울특별시 서초구 강남대로 201 서초문화예술회관 2층 서초문화원","02-2155-8607","","http://socc.or.kr/","","","주말 공휴일","","","37.481829104163374","127.03595831083435","",""
"101239","7","문화원","송파마을예술창작소","","","02-412-2233","","","","","","","","37.501586868","127.110680875","",""
"101237","7","문화원","이마트은평점","http://culture.seoul.go.kr/data/cf/20180718151627.jpg","서울특별시 은평구 은평로 111","02-380-1234","","","","","","","","37.6003575474","126.9201920314","",""
"101234","7","문화원","서대문구사회적경제마을센터","","서울특별시 서대문구 수색로 43","02-3140-8046","","","","","","","","37.5697154458","126.9134647376","",""
"101137","7","문화원","광진구 커먼 그라운드","","아차산로 200","02-467-2747","","http://www.common-ground.co.kr/","","","","","","37.54137261335758","127.06583187708914","",""
"101376","7","문화원","마포문화원","http://culture.seoul.go.kr/data/cf/20190523172844.JPG","서울특별시 마포구 백범로 227","02-312-1100","","https://www.mapocc.or.kr/","","","법정공휴일","","","37.54222951467874","126.95548998908842","",""
"101017","7","문화원","서울애니메이션센터","http://culture.seoul.go.kr/data/cf/20180411094627.jpg","서울특별시 중구 소파로 126","02-3455-8341~2","","http://www.ani.seoul.kr/","","","매주 월요일 공휴일","","","37.5583147384","126.9882883721","",""
"100986","7","문화원","은평문화원","","서울특별시 은평구 녹번로 16","02-383-9300~1","","www.eunpyeong.kccf.or.kr","","","","","","37.6036997778","126.9279028052","",""
"101138","7","문화원","강남문화원","","서울특별시 강남구 테헤란로8길 36","02-3454-1517~9","","www.sgnc.or.kr","","","","","","37.4964986405","127.0320300084","",""
"101282","7","문화원","성북문화원","","서울특별시 성북구 성북로4길 13-8","02-765-1611","","www.isbcc.or.kr","","","","","","37.5897130461","127.0057518413","",""
"101284","7","문화원","반포잠원교육지원센터","http://culture.seoul.go.kr/data/cf/20180712113135.jpg","서울특별시 서초구 사평대로 273 B1","02-545-4991","","http://www.dcmcenter.com","","","","","","37.5050942184","127.0133771492","",""
"100893","7","문화원","무계원","http://culture.seoul.go.kr/data/cf/20161130103024.jpg","서울  종로구 부암동 315-3    (창의문로 5가길 2)","02-379-7131~2","02-379-7133","https://www.jfac.or.kr/","09:00 ~ 18:00","무료","매주 월요일 1월 1일 추석 및 설날 연휴","2014-03-20","","37.5918679","126.9634368","재단법인 종로문화재단에서 운영하는 무계원은 종로구 부암동에 위치한 도심 속 전통문화공간입니다.   세종대왕의 삼남인 안평대군의 별저 인왕산 자락의 무계정사지(武溪精舍址)에 자리한 무계원은 종로구 익선동의 요정이자 서울시 등록음식점 1호인 오진암(梧珍庵)의 자재를 이축?복원하였습니다.  2014년 개원한 이래 공연 전시 강좌 교육 및 체험 등의 문화 프로그램과 시설별 한옥 대관 사업을 운영하고 있습니다.","0"
"100737","7","문화원","종로문화원","http://culture.seoul.go.kr/data/cf/20111020163739.gif","서울  종로구 사간동 122-4","02-731-0628","02-731-0791","http://jongno.kccf.or.kr","","","","","","37.5761054","126.9803283","","0"
"100775","7","문화원","강북청소년문화정보도서관","http://culture.seoul.go.kr/data/cf/20160516133838.JPG","서울  강북구 미아동   (삼양로54길 68)","02-944-3140","944-3149","http://www.gangbuklib.seoul.kr/youth/","평일 09:00~20:00 주말 09:00~17:00","무료","매월 둘째 넷째 월요일 정부지정 ?휴일","2013. 6. 21 : 명칭 변경 개관","","37.6231131","127.0216031","그동안 문화적 참여공간이 미흡했던 미아동 지역에 청소년은 물론 지역주민들의 학습과 정보의 요람 및 문화생활의 공간이 될『강북청소년문화정보도서관』이 오랜시간 노력과 준비 끝에 개관을 하게 되었습니다.   2001년 12월에 개관한 우리 『강북청소년문화정보도서관』은 강북구의 지역정보화 및 다양한 문화생활에 기여할 수 있도록 첨단 시설과 장비를 갖추고 여러분을 맞이하고 있습니다.  비록 그 규모에 있어 약간의 차이는 있겠으나 신개념 도서관에 어울리는 다양한 도서자료는 물론 고속인터넷이 가능한 전자정보실 등에서 지식정보화 시대에 필요한 유용한 자료와 정보를 제공하고 있습니다.  강북청소년문화정보도서관은 첨단사회로 걸어가는 즈음에서 여러 지역주민들 모두가 평생 학습과 문화생활 참여의 공간으로 가깝게 다가갈 수 있도록 지속적으로 발전시켜 나갈 것입니다.  아울러 향기로운 독서문화와 새로운 배움의 열정을 가진 청소년 및 구민 여러분을 『강북청소년문화정보도서관』에서 더욱 많이 뵙기를 간절히 바라며 계속해서 애정 어린 관심과 끊임없이 많은 이용있으시기 바랍니다.","0"
"100827","7","문화원","동작문화원","http://culture.seoul.go.kr/data/cf/20101118171304.jpg","서울  동작구 상도동 176-3 )","02-822-8500","02-822-5003","http://www.dongjaktv.net/","","","","","","37.5045881","126.9410040","","0"
"100269","7","문화원","목동아이스링크","http://culture.seoul.go.kr/data/cf/title_100269.jpg","서울  양천구 목동  안양천로 939","02-2643-3057","","http://www.mdicerink.co.kr","","초등이하 2500원중?고등생 3000원대학생?일반 3500원","연중무휴","","","37.5307960","126.8792670","","1"
"100831","7","문화원","관악문화원","http://culture.seoul.go.kr/data/cf/20101118165834.jpg","서울  관악구 신림동 209-1 )","02-885-5975/02-878-1931","02-886-1660","http://www.gacc.or.kr","","","","","","37.4678198","126.9447491","","0"
"100791","7","문화원","은평문화원","","서울  은평구 녹번동 85-4 )","02-383-9300","02-383-9302","http://eunpyeong.kccf.or.kr","","","","","","37.6036640","126.9278352","","0"
"100800","7","문화원","양천문화원","http://culture.seoul.go.kr/data/cf/20111020163130.jpg","서울  양천구 신정동 )","02-2651-5300","02-2652-2169","http://www.양천문화원.kr/","","","","","","37.5165593","126.8632740","","1"
"100778","7","문화원","창동스포츠문화컴플렉스","http://culture.seoul.go.kr/data/cf/20111214143434.jpg","서울  도봉구","02-901-5216","","http://www.dobongsiseol.or.kr/index_sport.html","","","","","","37.6582937","127.0508618","","0"
"100812","7","문화원","금천문화원","http://culture.seoul.go.kr/data/cf/20111021163754.JPG","서울  금천구","02-896-8552","02-896-8554","http://geumcheon.kccf.or.kr","","","","","","37.4463856","126.9044675","","0"
"100819","7","문화원","영등포문화원","http://culture.seoul.go.kr/data/cf/20111020170239.jpg","서울  영등포구","02-846-0155~6","02-846-0157","http://www.ydpcc.co.kr/","","","","","","37.5152408","126.9108259","","1"
"100741","7","문화원","중구문화원","","서울  중구 장교동 1 )","02-775-3001","02-775-3068","http://www.junggucc.or.kr","월요일~일요일(오전10시 ~ 오후6시)","","","","","37.5675796","126.9865020","","0"
"100746","7","문화원","성동문화원","","서울  성동구 행당동 142-16 )","02-2286-6234~5","02-2286-6236","http://www.ssdc.or.kr","","","","1997.10.21","","37.5593145","127.0360081","","1"
"100762","7","문화원","중랑문화원","","서울  중랑구 면목동 378-5 )","02-492-0066~7","02-2207-5761","http://www.ejnc.kr/","","","","","","37.5741141","127.0851669","","0"
"100785","7","문화원","노원문화원","http://culture.seoul.go.kr/data/cf/20111021175244.JPG","서울  노원구 공릉동 )","02-938-1244 1245","02-938-1247","http://www.nwcc.or.kr","","","","","","37.6288304","127.0697936","","0"
"100172","7","문화원","서울월드컵경기장","http://culture.seoul.go.kr/data/cf/title_100172.jpg","서울  마포구 성산동 526-3 )","02-2128-2973","","","","","","","","37.5682553","126.8972733","■ 기    타 : ※ 서울월드컵경기장 건설홍보관 - 위 치 : 마포구 상암동 월드컵경기장 스탠드 하부2층(서측) - 규 모 : 670㎡(203평) - 설치시설 : 상황실 전시실 기념품 판매소 등 - 운영시간 ㆍ평일 토요일 및 일요일 : 09:00~18:00 ㆍ동절기 : 09:00~17:00 - 문의전화 : 02-3707-9851?4","1"
"100270","7","문화원","목동운동장","http://culture.seoul.go.kr/data/cf/title_100270.jpg","서울  양천구 목동 914  )","02-2640-3812","","http://stadium.seoul.go.kr/reserve/reserve_02_00.html","","프로축구 일반 5000원학생?군경 3000원","연중무휴","","","37.5300930","126.8818961","","1"
"100744","7","문화원","용산문화원","http://culture.seoul.go.kr/data/cf/20111101114627.jpg","서울  용산구 원효로4가 87-4 )","02-703-0052~3","02-703-0366","http://yongsan.kccf.or.kr","공연에 따라 다름","","매주 토일요일","1997.12.09","공연장 1개 총 300석 규모","37.5334662","126.9522020","","1"
"100796","7","문화원","구립마포청소년문화의집","http://culture.seoul.go.kr/data/cf/20111021102722.JPG","서울  마포구 상암동 1688 )","02-303-1380~1","02-303-5800","http://www.mycc.or.kr","","","","2010.03.01","","37.5804167","126.8840000","","0"
"100046","7","문화원","국기원","http://culture.seoul.go.kr/data/cf/title_100046.jpg","서울  강남구 역삼동 635 )","02-567-1058","02-552-3025","http://www.kukkiwon.or.kr","","","일요일 공휴일","","","37.5019899","127.0303100","■ 기    타 : 세계태권도연맹 : 02-557-5446<br> [주요대회] 전국종별선수권대회 : 매년 3월 대한태권도협회장기대회 : 매년 5월 대통령기전국단체대항대회 : 매년6월 전국체육대회 : 매년 10월 태권도한마당 : 매년 11월","1"
"100047","7","문화원","이스탄불 문화원","http://culture.seoul.go.kr/data/cf/title_100047.jpg","서울  강남구 역삼동 629-6 )","02-3452-8182","","http://www.turkey.or.kr/","월 ~ 금요일 10:00 ? 18:00토요일 10:00 ? 12:00","","공휴일","","","37.4994311","127.0358578","","1"
"100674","7","문화원","신당창작아케이드","http://culture.seoul.go.kr/data/cf/title_100674.jpg","서울  중구 119","02-2232-8833","","http://www.seoulartspace.or.kr/G03_sindang/main.asp","","","전시실 (10:00~18:00) 아트마켓 (12:00~18:00) 일월 휴관","","","37.5673552","127.0195172","","1"
"100097","7","문화원","몽골문화원","http://culture.seoul.go.kr/data/cf/title_100097.jpg","서울  광진구 광장동 388-8 )","02-446-4199","","http://www.mongolcenter.org/","","","","","","37.5470862","127.1011097","■ 프로그램 1. 몽골어학당 2. 몽골음악감상 및 영화상영 3. 한국나담축제 4. 몽골도서 및 신문 5. 몽골그림과 사진 6. 몽골문화한마당","1"
"100676","7","문화원","문래예술공장","http://culture.seoul.go.kr/data/cf/title_100676.jpg","서울  영등포구","02-2676-4300","","http://www.seoulartspace.or.kr/G05_mullae/main.asp","","","","","","37.5132830","126.9001950","",""
"100240","7","문화원","올림픽스포츠센터","http://culture.seoul.go.kr/data/cf/title_100240.jpg","서울  송파구 방이동 89-12 )","02-401-7581","","","","","","","","37.5153590","127.1333890","","1"
"100367","7","문화원","중국문화원","http://culture.seoul.go.kr/data/cf/title_100367.jpg","서울  종로구 내자동 200 )","02-733-8307","","http://www.cccseoul.org/","화-토요일 09:00~17:00(점심시간 12:00~13:00)","","","","","37.5745917","126.9713625","","1"
"100463","7","문화원","일본공보문화원","http://culture.seoul.go.kr/data/cf/title_100463.jpg","서울  종로구 운니동 114-8","02-765-3011","","http://www.kr.emb-japan.go.jp/cult/cul_guide_hist.htm","09:30~17:00","","매주 토.일요일 및 매주 제1 월요일 공휴일 연말연시 휴관","","","37.5768328","126.9866725","","1"
"100303","7","문화원","이탈리아 문화원","http://culture.seoul.go.kr/data/cf/title_100303.jpg","서울  용산구 한남동 714 )","02-796-0634","","http://www.iicseoul.esteri.it/","수요일 14:00 ? 17:00도서관 : 월~금요일 09:00~18:00 (점심시간제외)","","","","","37.5370506","127.0055871","","1"
"100205","7","문화원","이스라엘문화원","http://culture.seoul.go.kr/data/cf/title_100205.jpg","서울  서초구 서초동 137-603  서초타운트라팰리스)","02-525-7446","","http://www.iscc.co.kr/","","","","","","37.4956514","127.0269941","■ 문화원의 활동 심포지엄 및 세미나 (Symposium & Seminar) 전시회 연주회 영화 축제 (Exhibitions Concert Film & Festivals) 히브리어강좌 (Hebrew Courses) 유대학 전문 도서관(Library for Jewish Studies) 이스라엘 문화탐방 (Exploring Israel) 및 기타","1"
"100522","7","문화원","장충체육관","http://culture.seoul.go.kr/data/cf/title_100522.jpg","서울  중구 장충동2가 220-102","02-2236-4197","","http://www.jangchunggym.co.kr/","","","","","","37.5581865","127.0067900","","1"
"101238","7","문화원","이문어린이도서관 (숲속작은도서관)","","서울특별시 동대문구 천장산로9길 60","02-968-7530","","","","","","","","37.59893632194989","127.05427554553866","",""
"100258","7","문화원","잠실종합운동장","http://culture.seoul.go.kr/data/cf/title_100258.jpg","서울  송파구 잠실동 10 )","02-2240-8801","","http://stadium.seoul.go.kr/guidance/guide_01.html","","","","","","37.5148022","127.0736261","","1"
"100510","7","문화원","프랑스문화원","http://culture.seoul.go.kr/data/cf/title_100510.jpg","서울  중구 봉래동1가 10 )","02-317-8500","","http://www.france.or.kr/","","","","","","37.5595936","126.9737305","■ 조직구성 - 프랑스 유학 에듀프랑스-프랑스 고등 교육 진흥원  - 미디어 도서관/ 정보센터 클럽 및 문화 활동  - 예술과 문화   - 영화 텔레비젼 미디어 - 대학 협력 도서 - 프랑스어 프랑스어 교육 - 과학 기술  - 까페 드 프랑스","1"
"100779","7","문화원","도봉문화원","http://culture.seoul.go.kr/data/cf/20111101132327.jpg","서울  도봉구 창동 303 )","02-905-4026","02-908-6020","www.dobong.or.kr","","","","1994.08.20","","37.6540470","127.0383300","","1"
"100259","7","문화원","한국스카이다이빙협회","http://culture.seoul.go.kr/data/cf/title_100259.jpg","서울  송파구 잠실동 175-12 )","02-2203-7943","02-515-7942","http://www.kpa.or.kr","","입회비 100000원(1회 강하비 80000 ~ 100000원)","","","","37.5114649","127.0805072","","1"
"100443","7","문화원","영국문화원","http://culture.seoul.go.kr/data/cf/title_100443.jpg","서울  종로구 신문로1가 226 )","02-3702-0600","","http://www.britishcouncil.org/","","","공휴일","","","37.5696296","126.9721884","","1"
"100311","7","문화원","독일문화원","http://culture.seoul.go.kr/data/cf/title_100311.jpg","서울  용산구 후암동 339-1 )","02-2021-2800","","http://www.goethe.de/ins/kr/seo/deindex.htm","09:00 ? 18:00","","토요일 공휴일","","","37.5507720","126.9828149","■ 기    타 : 도서관 월~금요일 13:00~18:00","1"
"100257","7","문화원","롯데월드 아이스링크","http://culture.seoul.go.kr/data/cf/title_100257.jpg","서울  송파구","02-411-2000","02-419-4454","www.lotteworld.com/icerink","","어른 5500원 어린이 4500원","연중무휴","","","37.5112680","127.0986991","","1"
"101480","8","도서관","배봉산 숲속 도서관","http://culture.seoul.go.kr/data/cf/20200311155418.jpg","서울특별시 동대문구 전농로16길 97","02-2212-8500","","https://l4d.or.kr/bfl/index.do","","","매주 월요일","","","37.578443110427","127.06273508839","",""
"101481","8","도서관","동대문구 정보화도서관","http://culture.seoul.go.kr/data/cf/20200311160402.jpg","서울특별시 동대문구 회기로10길 60","02-960-1959","","https://l4d.or.kr/info/index.do","","","매주 월요일","","","37.5899695058832","127.047289694219","",""
"101484","8","도서관","서울도서관","http://culture.seoul.go.kr/data/cf/20200420144835.jpg","서울특별시 중구 세종대로 110","02-2133-0300","","https://lib.seoul.go.kr/","","","매주 월요일 공휴일","","","37.5663174209601","126.977829174031","",""
"101512","8","도서관","서초구립양재도서관","http://culture.seoul.go.kr/data/cf/20200610162402.jpg","서울 서초구 양재천로 33 서초구립양재도서관","02-3486-4050","","http://yangjae.seocholib.or.kr/docyan/","","","매주 금요일","","","서초구립양재도서관","서초구립양재도서관","",""
"101174","8","도서관","사근동 어린이놀이터작은도서관","","서울특별시 성동구 사근동길 37 사근동 주민센터 지하1층","02-2286-7276","","https://www.sdlib.or.kr/lib03/","","","공휴일","","","37.561528578246566","127.04534093108383","",""
"101104","8","도서관","구산동도서관마을","http://culture.seoul.go.kr/data/cf/20180514181612.jpg","서울특별시 은평구 연서로13길 29-23","02-357-0100","","www.gsvlib.or.kr","","","매주 (월)","","","37.6095101902","126.9130879469","",""
"101153","8","도서관","성동구립금호도서관","","서울특별시 성동구 난계로 20","02-2204-6450","","https://www.sdlib.or.kr","","","매주 월요일 법정 공휴일","","","37.5541284627","127.0248931731","",""
"101306","8","도서관","월곡꿈그림도서관","http://culture.seoul.go.kr/data/cf/20180823134717.JPG","서울특별시 성북구 화랑로13길 17 월곡꿈그림도서관","02-6949-1553","","https://www.sblib.seoul.kr/wglib/","","","매주 월요일 및 법정 공휴일","","","37.60416930077701","127.04207130781678","",""
"101175","8","도서관","구로구립꿈마을도서관","","서울특별시 구로구 디지털로27다길 65","02-830-5807","","http://lib.guro.go.kr/","","","매주 화요일 및 법정 공휴일","","","37.4871427107","126.8901545438","",""
"101476","8","도서관","동대문구 답십리도서관","http://culture.seoul.go.kr/data/cf/20200220132037.jpg","서울특별시 동대문구 서울시립대로4길 75","02-982-1959","","https://l4d.or.kr/dsn/index.do","","","매주 월요일 및 법정공휴일","","","37.573192636618145","127.05036050634935","",""
"101171","8","도서관","강남구립열린도서관","","서울특별시 강남구 학동로 343 포바강남타워 B2","02-6004-3970","","http://yllib.gangnam.go.kr/","","","일요일 및 법정공휴일","","","37.5174497661","127.0406357728","",""
"101168","8","도서관","강남구립정다운도서관","","서울특별시 강남구 학동로67길 11 청담평생학습관 3층 정다운도서관","02-512-9326","","http://jdwlib.gangnam.go.kr/","","","둘째 넷째 화요일 및 일요일을 제외한 법정공휴일","","","37.5191126816","127.0464373887","",""
"101176","8","도서관","구로구립궁동어린이도서관","http://culture.seoul.go.kr/data/cf/20180615173440.jpg","서울특별시 구로구 오리로 1352","02.2060.8229","","구로구 통합 도서관 지혜의 등대 http://lib.guro.go.kr/","","","매주 화요일 정기 휴관일","","","37.5022109068","126.8292613686","",""
"101192","8","도서관","세곡도서관","http://culture.seoul.go.kr/data/cf/20180624092232.jpg","서울 강남구 밤고개로 286 세곡문화센터 2층 세곡도서관","02-445-0297","","http://sklib.gangnam.go.kr/","","","매월 첫째 셋째주 월요일","","","37.4685773826129","127.10693796972367","",""
"101179","8","도서관","구로구립 온누리도서관","http://culture.seoul.go.kr/data/cf/20180617184424.jpg","구로중앙로27나길 9 (구로동 443번지) 온누리관 4층","02-858-9080","","lib.guro.go.kr","","","매주 화요일과 공휴일","","","37.4968912311","126.8859561262","",""
"101028","8","도서관","삼봉서랑(도서관)","http://culture.seoul.go.kr/data/cf/20180427144556.JPG","서울특별시 종로구 삼봉로 43","02-2148-3932","","https://www.jfac.or.kr/","","","토일공휴일","","","37.5731978732","126.9788134479","",""
"101027","8","도서관","청운문학도서관","http://culture.seoul.go.kr/data/cf/20180426094951.JPG","서울특별시 종로구 자하문로36길 40","070-4680-4032~3","","https://www.jfac.or.kr/","","","매주 월요일 1월1일설연휴추석연휴","","","37.5903786043","126.965918905","",""
"101433","8","도서관","구립은평뉴타운도서관","http://culture.seoul.go.kr/data/cf/20190915094002.jpg","서울특별시 은평구 진관2로 111-51","(02) 6341-6400","","http://www.enlib.or.kr/","","","매주 금요일과 법정공휴일","","","37.63723039689538","126.93311834754995","",""
"101415","8","도서관","동대문구 답십리도서관","http://culture.seoul.go.kr/data/cf/20190801111920.gif","서울특별시 동대문구 서울시립대로4길 75","02-982-1959","","https://www.l4d.or.kr/dsn/index.do","","","매주 금요일 및 법정공휴일","","","37.573192636618145","127.05036050634935","",""
"101295","8","도서관","중랑숲어린이도서관","","서울특별시 중랑구 망우로73길 46","02-6235-1150","","http://www.jungnanglib.seoul.kr/suplib/index.php","","","매주 월요일","","","37.6024871802","127.1034194658","",""
"101363","8","도서관","서초구립반포도서관","http://culture.seoul.go.kr/data/cf/20190411094130.JPG","32-13 서초구립반포도서관(고무래로 34)","02-520-8700","","www.seocholib.or.kr","","","매주 월요일 법정 공휴일","","","0","0","",""
"101184","8","도서관","대치1동 작은도서관","","서울특별시 강남구 남부순환로391길 19","02-3452-1170","","http://dch1lib.gangnam.go.kr/","","","13째 월요일 법정공휴일","","","37.4932457155","127.0567749211","",""
"101250","8","도서관","구립반포도서관","http://culture.seoul.go.kr/data/cf/20180705113729.JPG","서울특별시 서초구 고무래로 34","02-520-8700","","http://banpolib.or.kr/","","","","","","37.5024886051","127.012512651","",""
"101177","8","도서관","구로구립개봉어린이도서관","","서울특별시 구로구 경인로 318-15 2 3층","02-2066-1695","","http://lib.guro.go.kr/","","","매주 화요일 정기휴관 일요일을 제외한 법정 공휴일 (일요일과 공휴일이 겹치는 경우 휴관)","","","37.4967430786","126.8559120258","",""
"101172","8","도서관","강남구립못골한옥어린이도서관","http://culture.seoul.go.kr/data/cf/20180614162629.jpg","서울특별시 강남구 자곡로7길 3","02-2226-5930","","http://hchildlib.gangnam.go.kr/","","","매월 첫째 셋째 월요일 및 일요일을 제외한 법정공휴일","","","37.4733049813","127.099727635","",""
"101340","8","도서관","내를 건너서 숲으로 도서관","http://culture.seoul.go.kr/data/cf/20190116164842.jpg","서울시 은평구 증산로 17길 50 내를건너서숲으로도서관","02-307-6701","","www.nslib.or.kr","","","월요일 법정공휴일","","","37.591913","126.908152","",""
"101253","8","도서관","서초구립내곡도서관","http://culture.seoul.go.kr/data/cf/20180705132812.jpg","서울특별시 서초구 청계산로7길 9-20","02-3461-3007","","http://naegok.seocholib.or.kr/docnae/","","","","","","37.4520021701","127.0544427012","",""
"101029","8","도서관","상림마을작은도서관","http://culture.seoul.go.kr/data/cf/20180428151530.JPG","서울특별시 은평구 진관4로 48-25","02-383-7557 7558","","http://sl.eplib.or.kr","","","매주 월요일  법정공휴일 기타 도서관 사정에 의한 임시휴관일","","","37.6442159909","126.9289423549","",""
"101134","8","도서관","강남구립못골도서관","http://culture.seoul.go.kr/data/cf/20180528115805.jpg","서울특별시 강남구 자곡로 116","02-459-5522","","http://mglib.gangnam.go.kr/","","","둘째 넷째 주 화요일 및 법정공휴일","","","37.4715380102","127.0965825896","",""
"101096","8","도서관","우리소리도서관","http://culture.seoul.go.kr/data/cf/20180510093523.JPG","서울특별시 종로구 삼일대로30길 47","070-4550-5015~6","","https://www.jfac.or.kr/","","","매주 일요일 법정공휴일","","","37.5744823869","126.9902329177","",""
"101160","8","도서관","강남구립즐거운도서관","http://culture.seoul.go.kr/data/cf/20180605104000.gif","서울특별시 강남구 도곡로77길 23","02-565-7533","","http://jgwlib.gangnam.go.kr/","","","매월 첫째 셋째 월요일 및 일요일을 제외한 법정공휴일","","","37.4997288383","127.0578473914","",""
"101155","8","도서관","강남구립논현도서관","http://culture.seoul.go.kr/data/cf/20180605102928.gif","서울특별시 강남구 학동로43길 17","02-512-9326","","http://nhlib.gangnam.go.kr/","","","매월 둘째 넷째 화요일 및 일요일을 제외한 법정공휴일","","","37.5172779093","127.0371879136","",""
